student_id|student_name|gender|date_of_birth
S2411048|Citra Andi Lestari|female|2009-02-14
S2411049|Fajar Fitri Wijaya|male|2008-09-18
S2411050|Dwi Hendra Firmansyah|female|2008-03-05
S2411051|Fajar Lestari Pratiwi|female|2009-04-27
S2411052|Budi Nugraha Hidayat|female|2009-12-08
S2411053|Gita Bagus Maulana|male|2009-05-22
S2411054|Fajar Lestari Nugroho|female|2009-04-26
S2411055|Eka Andi Lestari|female|2008-09-16
S2411056|Intan Hendra Setiawan|male|2008-01-04
S2411057|Dwi Fitri Hidayat|female|2009-10-13
S2411058|Fajar Andi Wati|female|2008-07-06
S2411059|Adi Fitri Oktaviani|male|2009-05-21
S2411060|Citra Bagus Pratama|female|2009-11-26
S2411061|Intan Ayu Wijaya|male|2009-07-09
S2411062|Eka Bagus Wati|male|2008-10-28
S2411063|Joko Ayu Saputra|male|2008-08-02
S2411064|Gita Dian Santoso|male|2009-10-09
S2411065|Gita Cahya Syahputra|male|2008-09-05
S2411066|Eka Andi Yulianti|female|2009-08-17
S2411067|Budi Cahya Anggraini|male|2009-01-07
S2411068|Hadi Bagus Anggraini|male|2009-04-11
S2411069|Budi Andi Anggraini|female|2008-03-14
S2411070|Budi Cahya Wati|female|2008-06-07
S2411071|Adi Ayu Putri|male|2008-02-01
S2411072|Dwi Sari Maulana|male|2008-05-15
S2411073|Fajar Nugraha Lestari|male|2008-03-20
S2411074|Intan Nugraha Lestari|male|2009-05-21
S2411075|Hadi Fitri Santoso|female|2008-10-22
S2411076|Joko Ayu Putra|female|2008-11-25
S2411077|Intan Dian Putri|male|2009-09-03
S2411078|Citra Hendra Ramadhan|female|2009-05-27
S2411079|Fajar Sari Perdana|male|2009-05-26
S2411080|Budi Nugraha Syahputra|male|2009-04-02
S2411081|Joko Nugraha Setiawan|female|2008-04-06
S2411082|Gita Lestari Cahyadi|male|2009-02-11
S2411083|Eka Andi Santoso|female|2008-08-28
S2411084|Intan Sari Wati|male|2008-06-07
S2411085|Gita Ayu Hartono|male|2009-02-07
S2411086|Adi Fitri Hartono|male|2009-09-11
S2411087|Budi Fitri Cahyadi|male|2008-03-11
S2411088|Gita Cahya Kusuma|female|2009-04-13
S2411089|Joko Bagus Wati|male|2008-11-03
S2411090|Gita Nugraha Perdana|female|2008-10-23
S2411091|Fajar Cahya Pratama|male|2009-03-18
S2411092|Fajar Dian Pratama|male|2008-10-27
S2411093|Dwi Fitri Ramadhan|female|2009-12-21
S2411094|Citra Hendra Hidayat|male|2008-12-14
S2411095|Dwi Fitri Hidayat|male|2009-09-06
S2411096|Intan Hendra Santoso|male|2009-04-23
S2411097|Fajar Lestari Anggraini|female|2008-10-01
S2411098|Gita Bagus Hartono|female|2008-10-01
S2411099|Fajar Cahya Saputra|male|2008-01-21
S2411100|Fajar Bagus Firmansyah|male|2008-06-06
S2411101|Dwi Lestari Lestari|female|2008-01-10
S2411102|Joko Lestari Hidayat|female|2008-01-04
S2411103|Dwi Ayu Perdana|female|2008-08-09
S2411104|Gita Dian Anggraini|female|2009-04-28
S2411105|Citra Lestari Pratiwi|female|2009-02-21
S2411106|Adi Sari Oktaviani|male|2008-08-15
S2411107|Joko Sari Hidayat|female|2008-12-08
S2411108|Dwi Andi Yulianti|male|2008-05-28
S2411109|Joko Ayu Anggraini|male|2009-08-05
S2411110|Adi Andi Setiawan|female|2008-10-26
S2411111|Gita Hendra Pratiwi|male|2008-10-23
S2411112|Fajar Nugraha Saputri|female|2009-08-25
S2411113|Intan Dian Wijaya|female|2009-10-01
S2411114|Gita Nugraha Putri|female|2008-02-20
S2411115|Citra Nugraha Cahyadi|female|2008-01-27
S2411116|Budi Sari Saputri|female|2008-12-10
S2411117|Joko Dian Wati|female|2009-04-28
S2411118|Hadi Hendra Maulana|female|2009-02-23
S2411119|Adi Dian Saputra|male|2008-09-04
S2411120|Joko Sari Yulianti|female|2008-04-09
S2411121|Dwi Fitri Maulana|female|2008-03-21
S2411122|Gita Sari Cahyadi|female|2008-06-12
S2411123|Dwi Bagus Ramadhan|female|2009-02-27
S2411124|Fajar Dian Anggraini|female|2009-12-11
S2411125|Intan Fitri Putri|male|2008-02-25
S2411126|Budi Andi Nugroho|male|2008-12-16
S2411127|Joko Ayu Perdana|female|2009-10-21
S2411128|Citra Lestari Syahputra|male|2009-12-28
S2411129|Eka Hendra Putri|male|2008-02-19
S2411130|Adi Andi Pratiwi|male|2008-05-25
S2411131|Dwi Dian Perdana|female|2008-11-04
S2411132|Gita Nugraha Putri|male|2009-04-08
S2411133|Intan Cahya Ramadhan|female|2009-03-04
S2411134|Eka Bagus Wati|female|2008-09-02
S2411135|Eka Bagus Saputra|female|2008-05-06
S2411136|Gita Cahya Saputra|female|2009-07-09
S2411137|Dwi Andi Rahman|female|2008-11-06
S2411138|Gita Lestari Hartono|male|2008-05-20
S2411139|Joko Sari Wati|female|2008-10-03
S2411140|Eka Dian Yulianti|female|2008-06-15
S2411141|Hadi Ayu Anggraini|male|2008-01-12
S2411142|Fajar Cahya Perdana|male|2009-12-21
S2411143|Dwi Lestari Maulana|male|2008-04-20
S2411144|Dwi Nugraha Maulana|female|2009-07-26
S2411145|Joko Fitri Oktaviani|male|2008-08-02
S2411146|Budi Andi Anggraini|male|2009-09-13
S2411147|Hadi Nugraha Santoso|female|2008-04-25
S2411148|Eka Bagus Putra|male|2009-06-03
S2411149|Joko Andi Putra|female|2008-11-03
S2411150|Joko Cahya Perdana|male|2008-12-03
S2411151|Gita Nugraha Pratiwi|male|2009-06-23
S2411152|Joko Dian Yulianti|male|2008-11-27
S2411153|Hadi Dian Syahputra|female|2008-01-03
S2411154|Fajar Sari Setiawan|female|2009-01-28
S2411155|Hadi Nugraha Wijaya|female|2008-03-09
S2411156|Adi Ayu Ramadhan|male|2009-09-23
S2411157|Gita Dian Firmansyah|male|2009-03-15
S2411158|Eka Nugraha Hidayat|female|2008-07-18
S2411159|Dwi Lestari Setiawan|male|2008-05-04
S2411160|Hadi Dian Pratiwi|male|2009-03-13
S2411161|Eka Cahya Wati|female|2008-07-06
S2411162|Eka Bagus Ramadhan|female|2009-12-22
S2411163|Budi Andi Kusuma|female|2009-03-19
S2411164|Budi Nugraha Rahman|male|2009-02-18
S2411165|Gita Dian Anggraini|female|2009-03-21
S2411166|Fajar Bagus Perdana|female|2008-02-13
S2411167|Citra Bagus Setiawan|female|2009-01-22
S2411168|Budi Fitri Yulianti|male|2008-04-06
S2411169|Hadi Dian Ramadhan|female|2008-01-18
S2411170|Dwi Hendra Hidayat|male|2008-09-01
S2411171|Joko Dian Setiawan|male|2009-12-28
S2411172|Intan Sari Firmansyah|male|2009-07-06
S2411173|Dwi Hendra Lestari|male|2008-02-08
S2411174|Eka Cahya Wati|male|2009-02-01
S2411175|Budi Ayu Santoso|female|2009-07-17
S2411176|Dwi Fitri Saputra|female|2009-09-28
S2411177|Dwi Fitri Perdana|male|2008-11-15
S2411178|Joko Fitri Nugroho|male|2009-11-16
S2411179|Hadi Fitri Lestari|female|2008-07-10
S2411180|Citra Nugraha Ramadhan|female|2008-04-17
S2411181|Budi Andi Maulana|female|2009-05-16
S2411182|Dwi Lestari Setiawan|female|2009-03-19
S2411183|Dwi Ayu Pratiwi|male|2008-09-24
S2411184|Joko Sari Ramadhan|female|2008-08-22
S2411185|Adi Fitri Wati|female|2008-06-01
S2411186|Joko Bagus Putri|female|2009-09-26
S2411187|Hadi Andi Santoso|male|2008-10-02
S2411188|Intan Sari Cahyadi|male|2008-09-10
S2411189|Gita Lestari Putri|female|2008-09-01
S2411190|Joko Nugraha Kusuma|female|2008-10-16
S2411191|Budi Andi Syahputra|female|2008-05-03
S2411192|Hadi Andi Maulana|male|2009-05-18
S2411193|Dwi Lestari Cahyadi|male|2009-02-05
S2411194|Hadi Sari Firmansyah|male|2008-05-17
S2411195|Gita Cahya Rahman|female|2009-04-22
S2411196|Dwi Ayu Maulana|female|2009-11-11
S2411197|Citra Hendra Pratama|female|2008-01-26
S2411198|Eka Cahya Lestari|female|2009-08-16
S2411199|Hadi Sari Yulianti|female|2009-04-21
S2411200|Dwi Sari Hidayat|male|2008-06-24
S2411201|Gita Ayu Perdana|male|2009-11-19
S2411202|Intan Dian Perdana|male|2008-10-02
S2411203|Fajar Dian Hartono|male|2009-07-25
S2411204|Hadi Fitri Lestari|male|2008-08-26
S2411205|Gita Bagus Ramadhan|male|2008-04-12
S2411206|Eka Fitri Pratama|male|2008-08-20
S2411207|Fajar Ayu Pratiwi|female|2008-04-11
S2411208|Joko Cahya Putra|female|2008-05-04
S2411209|Budi Ayu Oktaviani|male|2008-10-06
S2411210|Dwi Fitri Setiawan|female|2008-09-20
S2411211|Citra Nugraha Santoso|female|2009-08-10
S2411212|Hadi Dian Anggraini|female|2009-06-22
S2411213|Dwi Sari Putra|female|2009-03-06
S2411214|Citra Dian Kusuma|male|2009-07-13
S2411215|Budi Andi Kusuma|male|2008-03-27
S2411216|Fajar Dian Wijaya|female|2008-03-20
S2411217|Adi Nugraha Cahyadi|male|2009-04-23
S2411218|Budi Dian Anggraini|male|2008-05-22
S2411219|Hadi Bagus Kusuma|female|2008-08-14
S2411220|Fajar Fitri Oktaviani|female|2008-07-22
S2411221|Citra Sari Nugroho|male|2008-08-15
S2411222|Hadi Hendra Pratama|female|2009-06-24
S2411223|Dwi Sari Hartono|male|2009-08-18
S2411224|Citra Nugraha Pratiwi|male|2008-08-13
S2411225|Adi Ayu Setiawan|female|2008-04-05
S2411226|Intan Cahya Nugroho|male|2009-10-19
S2411227|Fajar Lestari Anggraini|female|2008-08-24
S2411228|Intan Nugraha Putra|male|2008-10-25
S2411229|Intan Dian Setiawan|female|2008-02-02
S2411230|Fajar Ayu Syahputra|male|2009-07-06
S2411231|Eka Dian Wati|male|2009-11-05
S2411232|Hadi Cahya Maulana|female|2009-11-04
S2411233|Gita Sari Santoso|male|2009-01-05
S2411234|Joko Fitri Oktaviani|male|2009-04-09
S2411235|Eka Sari Pratiwi|male|2009-11-21
S2411236|Hadi Bagus Hidayat|female|2009-04-12
S2411237|Joko Bagus Putra|female|2009-03-08
S2411238|Intan Cahya Pratiwi|male|2008-10-14
S2411239|Fajar Hendra Nugroho|female|2009-10-13
S2411240|Intan Bagus Saputri|male|2009-04-19
S2411241|Fajar Nugraha Putri|female|2009-02-19
S2411242|Hadi Sari Firmansyah|male|2008-10-03
S2411243|Adi Cahya Perdana|male|2008-04-15
S2411244|Intan Ayu Wijaya|female|2008-11-01
S2411245|Budi Dian Syahputra|male|2008-03-27
S2411246|Fajar Fitri Saputra|female|2009-04-28
S2411247|Citra Hendra Lestari|male|2009-11-04
S2411248|Budi Lestari Setiawan|female|2009-04-02
S2411249|Adi Bagus Firmansyah|male|2008-08-07
S2411250|Eka Cahya Wati|male|2009-10-03
S2411251|Adi Hendra Maulana|male|2008-05-09
S2411252|Fajar Ayu Perdana|male|2009-12-15
S2411253|Joko Lestari Firmansyah|female|2008-03-02
S2411254|Adi Ayu Oktaviani|female|2009-10-14
S2411255|Hadi Andi Perdana|female|2009-04-24
S2411256|Adi Hendra Maulana|male|2008-03-16
S2411257|Budi Lestari Saputra|female|2008-12-02
S2411258|Gita Hendra Oktaviani|female|2009-05-14
S2411259|Intan Bagus Putra|female|2008-12-01
S2411260|Joko Andi Rahman|male|2008-01-20
S2411261|Eka Dian Rahman|male|2009-12-03
S2411262|Gita Ayu Hartono|male|2008-11-17
S2411263|Hadi Andi Santoso|male|2008-04-18
S2411264|Adi Hendra Firmansyah|female|2009-02-12
S2411265|Gita Bagus Saputri|female|2009-05-03
S2411266|Budi Hendra Wati|male|2009-03-04
S2411267|Dwi Ayu Lestari|male|2008-06-14
S2411268|Citra Bagus Anggraini|female|2009-10-06
S2411269|Intan Bagus Wati|male|2008-02-11
S2411270|Adi Nugraha Syahputra|female|2008-01-12
S2411271|Eka Hendra Yulianti|male|2009-10-11
S2411272|Eka Andi Oktaviani|male|2009-02-03
S2411273|Intan Sari Hidayat|female|2009-03-06
S2411274|Fajar Hendra Kusuma|female|2008-08-26
S2411275|Citra Sari Lestari|male|2009-03-27
S2411276|Citra Ayu Yulianti|female|2008-12-13
S2411277|Intan Fitri Ramadhan|female|2008-06-07
S2411278|Hadi Bagus Perdana|male|2009-01-25
S2411279|Adi Ayu Pratiwi|female|2009-02-26
S2411280|Gita Bagus Oktaviani|female|2008-07-24
S2411281|Fajar Sari Setiawan|female|2008-02-28
S2411282|Fajar Dian Wijaya|male|2009-08-14
S2411283|Citra Dian Ramadhan|male|2008-12-06
S2411284|Eka Bagus Saputri|female|2008-01-06
S2411285|Eka Sari Setiawan|male|2008-04-13
S2411286|Dwi Cahya Yulianti|male|2009-11-01
S2411287|Intan Lestari Firmansyah|male|2008-08-20
S2411288|Budi Fitri Cahyadi|male|2008-11-21
S2411289|Fajar Dian Setiawan|male|2009-11-08
S2411290|Budi Lestari Anggraini|male|2009-03-10
S2411291|Joko Sari Kusuma|female|2008-03-06
S2411292|Adi Hendra Putri|female|2009-08-21
S2411293|Joko Fitri Hidayat|female|2008-07-15
S2411294|Adi Ayu Nugroho|female|2008-08-17
S2411295|Fajar Sari Lestari|male|2009-09-17
S2411296|Citra Nugraha Putra|female|2009-12-22
S2411297|Hadi Nugraha Putri|male|2008-08-22
S2411298|Hadi Dian Rahman|male|2009-04-01
S2411299|Gita Sari Saputri|male|2008-10-17
S2411300|Fajar Fitri Perdana|female|2009-10-26
S2411301|Eka Ayu Syahputra|male|2008-02-09
S2411302|Budi Bagus Syahputra|female|2009-10-05
S2411303|Joko Hendra Cahyadi|female|2009-10-05
S2411304|Eka Hendra Lestari|female|2009-11-28
S2411305|Fajar Bagus Kusuma|female|2008-10-03
S2411306|Joko Fitri Kusuma|female|2009-03-09
S2411307|Hadi Andi Oktaviani|male|2008-08-11
S2411308|Adi Ayu Maulana|male|2008-12-12
S2411309|Joko Bagus Putri|male|2008-02-09
S2411310|Eka Lestari Hartono|male|2008-02-03
S2411311|Eka Lestari Ramadhan|female|2009-08-25
S2411312|Hadi Andi Nugroho|male|2009-12-19
S2411313|Citra Nugraha Pratama|male|2008-09-21
S2411314|Hadi Sari Yulianti|male|2008-10-04
S2411315|Fajar Dian Perdana|male|2009-07-15
S2411316|Joko Andi Wijaya|male|2008-06-27
S2411317|Eka Hendra Rahman|female|2008-03-23
S2411318|Adi Fitri Anggraini|female|2008-01-26
S2411319|Budi Bagus Anggraini|male|2009-03-04
S2411320|Eka Nugraha Santoso|female|2008-07-23
S2411321|Citra Nugraha Firmansyah|female|2009-04-06
S2411322|Citra Sari Wijaya|female|2008-03-14
S2411323|Hadi Lestari Anggraini|female|2008-02-26
S2411324|Eka Lestari Pratama|male|2009-01-26
S2411325|Adi Andi Hartono|female|2008-10-06
S2411326|Intan Lestari Maulana|female|2008-01-21
S2411327|Hadi Andi Nugroho|male|2008-11-20
S2411328|Fajar Dian Kusuma|female|2008-12-15
S2411329|Budi Hendra Saputra|male|2008-11-02
S2411330|Hadi Fitri Perdana|male|2009-05-10
S2411331|Dwi Nugraha Setiawan|female|2009-02-01
S2411332|Joko Dian Pratama|male|2008-12-20
S2411333|Hadi Fitri Pratiwi|male|2009-02-23
S2411334|Intan Fitri Yulianti|male|2009-09-07
S2411335|Eka Andi Wijaya|female|2008-09-02
S2411336|Hadi Cahya Syahputra|female|2008-01-27
S2411337|Eka Bagus Saputri|male|2009-10-08
S2411338|Intan Bagus Setiawan|male|2009-10-03
S2411339|Dwi Bagus Wijaya|female|2008-01-16
S2411340|Adi Sari Anggraini|female|2009-05-07
S2411341|Budi Fitri Wati|female|2009-11-10
S2411342|Hadi Hendra Wijaya|male|2008-04-11
S2411343|Citra Sari Setiawan|female|2009-05-05
S2411344|Gita Hendra Pratiwi|male|2008-10-23
S2411345|Fajar Andi Oktaviani|male|2009-10-21
S2411346|Intan Lestari Hidayat|male|2008-05-18
S2411347|Budi Nugraha Hidayat|female|2008-11-19
S2411348|Hadi Nugraha Rahman|male|2008-04-24
S2411349|Dwi Nugraha Putra|female|2009-03-24
S2411350|Dwi Andi Pratama|female|2008-05-02
S2411351|Budi Sari Rahman|female|2009-05-26
S2411352|Budi Dian Oktaviani|male|2008-06-25
S2411353|Citra Fitri Setiawan|female|2008-09-01
S2411354|Gita Bagus Saputri|male|2008-07-05
S2411355|Adi Dian Anggraini|male|2008-06-14
S2411356|Citra Sari Rahman|male|2008-08-28
S2411357|Gita Ayu Setiawan|male|2008-11-04
S2411358|Adi Cahya Hidayat|female|2009-04-08
S2411359|Budi Cahya Yulianti|male|2009-03-09
S2411360|Budi Dian Anggraini|female|2009-12-10
S2411361|Joko Cahya Hartono|male|2008-07-15
S2411362|Dwi Fitri Syahputra|female|2008-07-02
S2411363|Fajar Andi Oktaviani|female|2009-03-21
S2411364|Budi Dian Perdana|female|2008-11-17
S2411365|Eka Hendra Perdana|male|2009-05-24
S2411366|Intan Nugraha Rahman|female|2009-03-20
S2411367|Gita Lestari Hartono|female|2008-07-13
S2411368|Adi Dian Setiawan|female|2009-12-05
S2411369|Fajar Ayu Perdana|male|2009-03-21
S2411370|Budi Nugraha Saputra|female|2009-01-24
S2411371|Dwi Andi Yulianti|male|2008-02-27
S2411372|Dwi Bagus Ramadhan|male|2009-09-19
S2411373|Intan Nugraha Cahyadi|female|2008-04-04
S2411374|Joko Sari Hidayat|female|2009-10-10
S2411375|Gita Nugraha Hartono|female|2008-07-03
S2411376|Adi Lestari Oktaviani|female|2009-09-08
S2411377|Fajar Hendra Yulianti|female|2009-01-26
S2411378|Gita Lestari Pratama|male|2009-05-21
S2411379|Citra Hendra Hidayat|female|2009-10-15
S2411380|Budi Dian Hartono|female|2008-03-07
S2411381|Hadi Ayu Wijaya|male|2009-09-27
S2411382|Citra Andi Yulianti|male|2009-08-02
S2411383|Intan Lestari Saputri|male|2009-12-18
S2411384|Fajar Fitri Putra|male|2008-05-22
S2411385|Gita Dian Santoso|male|2008-11-23
S2411386|Eka Ayu Syahputra|male|2009-12-27
S2411387|Joko Dian Putra|male|2008-12-22
S2411388|Gita Dian Wijaya|female|2008-03-25
S2411389|Adi Bagus Saputra|male|2008-09-03
S2411390|Budi Cahya Syahputra|female|2009-09-21
S2411391|Joko Cahya Lestari|male|2009-05-15
S2411392|Citra Dian Santoso|male|2009-03-24
S2411393|Dwi Hendra Yulianti|female|2009-02-02
S2411394|Intan Sari Lestari|female|2009-06-15
S2411395|Fajar Ayu Anggraini|male|2008-11-10
S2411396|Intan Lestari Putri|female|2009-09-21
S2411397|Hadi Lestari Oktaviani|male|2009-10-09
S2411398|Budi Cahya Pratiwi|male|2009-11-24
S2411399|Eka Andi Lestari|male|2009-06-14
S2411400|Joko Dian Nugroho|female|2008-04-22
S2411401|Joko Fitri Setiawan|female|2008-03-26
S2411402|Fajar Ayu Putra|female|2009-11-18
S2411403|Eka Andi Ramadhan|male|2008-12-22
S2411404|Gita Ayu Rahman|male|2008-07-03
S2411405|Fajar Hendra Saputri|male|2009-03-06
S2411406|Joko Andi Saputri|female|2009-06-03
S2411407|Gita Dian Syahputra|female|2009-04-02
S2411408|Adi Nugraha Santoso|female|2009-02-05
S2411409|Eka Fitri Ramadhan|male|2009-11-03
S2411410|Budi Hendra Ramadhan|female|2008-06-04
S2411411|Joko Cahya Firmansyah|male|2009-11-18
S2411412|Joko Sari Syahputra|female|2008-09-09
S2411413|Hadi Dian Wati|male|2009-08-17
S2411414|Intan Sari Wijaya|male|2008-02-10
S2411415|Dwi Fitri Nugroho|female|2009-04-19
S2411416|Joko Sari Lestari|female|2009-01-19
S2411417|Fajar Lestari Kusuma|female|2009-06-26
S2411418|Gita Bagus Nugroho|male|2008-11-01
S2411419|Fajar Ayu Yulianti|male|2008-04-12
S2411420|Gita Dian Ramadhan|female|2008-12-24
S2411421|Dwi Ayu Putra|female|2008-06-28
S2411422|Adi Nugraha Pratama|male|2008-02-26
S2411423|Dwi Cahya Pratama|female|2008-11-01
S2411424|Hadi Ayu Perdana|male|2009-04-28
S2411425|Citra Andi Wati|male|2009-05-03
S2411426|Budi Sari Saputra|male|2008-04-12
S2411427|Adi Hendra Saputra|female|2008-08-05
S2411428|Citra Cahya Syahputra|male|2008-03-07
S2411429|Joko Cahya Rahman|male|2008-01-22
S2411430|Adi Dian Firmansyah|female|2009-06-14
S2411431|Intan Fitri Hartono|male|2009-09-18
S2411432|Fajar Ayu Saputri|male|2008-08-03
S2411433|Intan Ayu Pratama|male|2008-07-12
S2411434|Gita Bagus Syahputra|male|2009-08-05
S2411435|Citra Hendra Putra|male|2009-12-21
S2411436|Dwi Sari Maulana|female|2008-05-17
S2411437|Adi Ayu Maulana|female|2009-12-16
S2411438|Intan Dian Santoso|male|2008-05-19
S2411439|Budi Lestari Hartono|male|2008-06-15
S2411440|Adi Bagus Putri|male|2008-08-21
S2411441|Fajar Andi Ramadhan|female|2008-02-02
S2411442|Citra Nugraha Rahman|male|2008-09-16
S2411443|Hadi Lestari Firmansyah|female|2009-04-28
S2411444|Adi Andi Santoso|male|2009-03-27
S2411445|Citra Hendra Cahyadi|male|2008-07-05
S2411446|Intan Sari Kusuma|male|2009-11-07
S2411447|Dwi Hendra Syahputra|female|2009-08-28
S2411448|Hadi Lestari Ramadhan|male|2008-08-15
S2411449|Intan Andi Setiawan|male|2008-07-27
S2411450|Joko Nugraha Nugroho|female|2008-03-11
S2411451|Citra Fitri Lestari|male|2008-05-13
S2411452|Fajar Dian Hidayat|female|2009-06-11
S2411453|Hadi Fitri Putri|female|2009-12-15
S2411454|Citra Dian Lestari|female|2008-01-14
S2411455|Eka Fitri Ramadhan|male|2008-09-18
S2411456|Fajar Fitri Pratama|male|2009-12-23
S2411457|Dwi Andi Rahman|female|2008-07-21
S2411458|Fajar Fitri Syahputra|female|2008-03-27
S2411459|Intan Andi Putri|female|2008-08-16
S2411460|Dwi Fitri Ramadhan|female|2008-11-23
S2411461|Hadi Ayu Yulianti|male|2008-05-02
S2411462|Dwi Dian Rahman|male|2009-03-21
S2411463|Citra Dian Hartono|male|2009-04-14
S2411464|Citra Ayu Firmansyah|female|2009-02-02
S2411465|Intan Hendra Kusuma|female|2009-08-20
S2411466|Adi Andi Anggraini|male|2008-02-03
S2411467|Fajar Ayu Anggraini|male|2008-09-15
S2411468|Eka Nugraha Putra|female|2008-01-18
S2411469|Hadi Nugraha Lestari|female|2009-05-11
S2411470|Intan Dian Oktaviani|female|2009-04-24
S2411471|Fajar Sari Hidayat|male|2008-08-15
S2411472|Intan Andi Oktaviani|male|2008-05-19
S2411473|Gita Nugraha Pratiwi|male|2008-11-23
S2411474|Fajar Fitri Setiawan|female|2009-02-18
S2411475|Gita Sari Saputri|female|2008-05-01
S2411476|Fajar Lestari Cahyadi|female|2009-09-23
S2411477|Adi Ayu Hidayat|female|2009-11-24
S2411478|Joko Andi Rahman|male|2009-04-14
S2411479|Joko Bagus Oktaviani|male|2008-09-26
S2411480|Budi Hendra Perdana|male|2009-05-09
S2411481|Adi Nugraha Pratama|male|2008-08-02
S2411482|Intan Lestari Ramadhan|female|2009-01-05
S2411483|Hadi Bagus Saputri|male|2009-11-19
S2411484|Budi Nugraha Ramadhan|male|2009-11-10
S2411485|Hadi Lestari Yulianti|male|2009-03-21
S2411486|Fajar Sari Pratiwi|male|2008-05-04
S2411487|Dwi Lestari Hidayat|male|2009-02-13
S2411488|Citra Andi Hidayat|male|2008-08-24
S2411489|Intan Dian Syahputra|female|2008-01-17
S2411490|Dwi Andi Yulianti|female|2009-11-21
S2411491|Joko Fitri Wijaya|male|2009-01-24
S2411492|Joko Nugraha Kusuma|female|2008-03-12
S2411493|Dwi Hendra Maulana|male|2008-11-04
S2411494|Fajar Bagus Lestari|male|2009-04-24
S2411495|Adi Hendra Oktaviani|male|2008-02-26
S2411496|Eka Sari Hartono|female|2009-04-01
S2411497|Dwi Ayu Pratiwi|male|2008-03-04
S2411498|Citra Andi Saputri|female|2008-01-04
S2411499|Hadi Fitri Maulana|male|2009-03-17
S2411500|Dwi Lestari Yulianti|male|2009-04-23
S2411501|Citra Fitri Pratiwi|female|2008-09-24
S2411502|Dwi Cahya Santoso|male|2008-11-01
S2411503|Gita Lestari Saputri|female|2009-01-04
S2411504|Joko Sari Syahputra|female|2009-03-06
S2411505|Budi Andi Lestari|female|2009-08-02
S2411506|Joko Nugraha Ramadhan|male|2009-11-01
S2411507|Intan Dian Firmansyah|female|2008-05-08
S2411508|Adi Hendra Hidayat|female|2008-09-11
S2411509|Hadi Hendra Wijaya|male|2008-08-11
S2411510|Joko Dian Maulana|female|2008-04-07
S2411511|Hadi Nugraha Oktaviani|male|2008-10-13
S2411512|Budi Bagus Maulana|male|2009-06-12
S2411513|Adi Sari Saputra|male|2008-08-17
S2411514|Citra Fitri Putra|male|2008-05-18
S2411515|Budi Hendra Cahyadi|female|2008-05-02
S2411516|Hadi Nugraha Oktaviani|female|2009-06-13
S2411517|Gita Bagus Syahputra|male|2008-03-01
S2411518|Joko Nugraha Setiawan|female|2009-03-24
S2411519|Gita Ayu Ramadhan|female|2009-03-26
S2411520|Citra Ayu Firmansyah|male|2008-01-02
S2411521|Eka Cahya Saputri|female|2009-06-21
S2411522|Eka Hendra Cahyadi|male|2009-11-06
S2411523|Dwi Hendra Syahputra|male|2008-04-01
S2411524|Hadi Bagus Lestari|female|2008-06-08
S2411525|Eka Andi Oktaviani|male|2008-12-14
S2411526|Dwi Hendra Firmansyah|male|2008-09-27
S2411527|Eka Bagus Nugroho|male|2008-05-12
S2411528|Intan Dian Oktaviani|male|2008-11-17
S2411529|Adi Dian Hidayat|female|2008-10-08
S2411530|Citra Bagus Santoso|female|2008-03-26
S2411531|Budi Cahya Nugroho|male|2009-08-06
S2411532|Gita Ayu Pratama|female|2008-07-27
S2411533|Citra Andi Putra|male|2008-11-18
S2411534|Adi Lestari Putri|female|2008-10-21
S2411535|Adi Hendra Kusuma|female|2009-12-13
S2411536|Dwi Hendra Rahman|female|2008-01-18
S2411537|Joko Nugraha Cahyadi|female|2008-11-11
S2411538|Adi Hendra Saputra|female|2009-02-02
S2411539|Gita Cahya Wati|female|2009-09-03
S2411540|Eka Nugraha Hartono|male|2008-04-14
S2411541|Budi Andi Hidayat|female|2008-09-05
S2411542|Gita Bagus Cahyadi|female|2009-02-08
S2411543|Citra Hendra Anggraini|female|2009-09-14
S2411544|Budi Sari Hartono|female|2008-12-07
S2411545|Joko Sari Putra|male|2009-01-01
S2411546|Dwi Hendra Firmansyah|male|2008-05-04
S2411547|Intan Hendra Hartono|female|2008-10-16
S2411548|Dwi Lestari Nugroho|male|2009-10-25
S2411549|Citra Ayu Kusuma|male|2008-05-12
S2411550|Adi Fitri Rahman|female|2009-02-06
S2411551|Intan Sari Oktaviani|male|2009-01-24
S2411552|Budi Fitri Pratama|female|2009-05-25
S2411553|Adi Sari Nugroho|female|2008-06-23
S2411554|Joko Nugraha Saputri|female|2009-05-27
S2411555|Eka Lestari Wati|female|2009-04-10
S2411556|Intan Sari Putri|male|2009-05-08
S2411557|Joko Sari Saputra|female|2009-04-04
S2411558|Hadi Cahya Ramadhan|female|2009-06-10
S2411559|Gita Sari Wijaya|female|2008-12-27
S2411560|Intan Andi Anggraini|female|2009-06-10
S2411561|Gita Dian Hartono|female|2009-02-19
S2411562|Hadi Cahya Saputra|male|2008-01-06
S2411563|Budi Fitri Yulianti|female|2008-12-15
S2411564|Intan Fitri Kusuma|male|2009-04-19
S2411565|Eka Lestari Pratiwi|female|2008-04-26
S2411566|Gita Cahya Hartono|female|2009-07-20
S2411567|Citra Fitri Putri|female|2008-08-15
S2411568|Citra Andi Lestari|female|2008-06-16
S2411569|Adi Andi Pratiwi|male|2009-08-25
S2411570|Hadi Hendra Putra|female|2008-03-20
